SaleID,ProductID,ProductName,Category,QuantitySold,UnitPriceAtSale,Revenue,SaleDate
74,1,Amul Toned Milk 500ml,Dairy,9,28.0,252.0,2026-06-03
75,1,Amul Toned Milk 500ml,Dairy,14,28.0,392.0,2026-06-04
76,1,Amul Toned Milk 500ml,Dairy,11,28.0,308.0,2026-06-05
77,1,Amul Toned Milk 500ml,Dairy,8,28.0,224.0,2026-06-06
78,1,Amul Toned Milk 500ml,Dairy,13,28.0,364.0,2026-06-07
79,1,Amul Toned Milk 500ml,Dairy,8,28.0,224.0,2026-06-08
80,1,Amul Toned Milk 500ml,Dairy,16,28.0,448.0,2026-06-10
81,1,Amul Toned Milk 500ml,Dairy,8,28.0,224.0,2026-06-11
82,1,Amul Toned Milk 500ml,Dairy,3,28.0,84.0,2026-06-12
83,1,Amul Toned Milk 500ml,Dairy,14,28.0,392.0,2026-06-13
84,1,Amul Toned Milk 500ml,Dairy,10,28.0,280.0,2026-06-14
85,1,Amul Toned Milk 500ml,Dairy,8,28.0,224.0,2026-06-15
86,1,Amul Toned Milk 500ml,Dairy,13,28.0,364.0,2026-06-16
87,1,Amul Toned Milk 500ml,Dairy,7,28.0,196.0,2026-06-17
88,1,Amul Toned Milk 500ml,Dairy,15,28.0,420.0,2026-06-18
89,2,Amul Butter 100g,Dairy,9,58.0,522.0,2026-03-21
90,2,Amul Butter 100g,Dairy,8,58.0,464.0,2026-03-22
91,2,Amul Butter 100g,Dairy,4,58.0,232.0,2026-03-23
92,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-03-24
93,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-03-25
94,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-03-26
95,2,Amul Butter 100g,Dairy,8,58.0,464.0,2026-03-27
96,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-03-28
97,2,Amul Butter 100g,Dairy,4,58.0,232.0,2026-03-29
98,2,Amul Butter 100g,Dairy,9,58.0,522.0,2026-03-30
99,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-03-31
100,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-04-01
101,2,Amul Butter 100g,Dairy,3,58.0,174.0,2026-04-02
102,2,Amul Butter 100g,Dairy,8,58.0,464.0,2026-04-03
103,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-04-04
104,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-04-05
105,2,Amul Butter 100g,Dairy,10,58.0,580.0,2026-04-06
106,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-04-07
107,2,Amul Butter 100g,Dairy,3,58.0,174.0,2026-04-08
108,2,Amul Butter 100g,Dairy,2,58.0,116.0,2026-04-09
109,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-04-10
110,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-04-11
111,2,Amul Butter 100g,Dairy,9,58.0,522.0,2026-04-12
112,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-04-13
113,2,Amul Butter 100g,Dairy,9,58.0,522.0,2026-04-14
114,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-04-15
115,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-04-16
116,2,Amul Butter 100g,Dairy,11,58.0,638.0,2026-04-17
117,2,Amul Butter 100g,Dairy,12,58.0,696.0,2026-04-18
118,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-04-19
119,2,Amul Butter 100g,Dairy,9,58.0,522.0,2026-04-20
120,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-04-21
121,2,Amul Butter 100g,Dairy,8,58.0,464.0,2026-04-22
122,2,Amul Butter 100g,Dairy,10,58.0,580.0,2026-04-23
123,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-04-24
124,2,Amul Butter 100g,Dairy,4,58.0,232.0,2026-04-25
125,2,Amul Butter 100g,Dairy,10,58.0,580.0,2026-04-26
126,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-04-27
127,2,Amul Butter 100g,Dairy,2,58.0,116.0,2026-04-28
128,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-04-29
129,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-04-30
130,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-05-01
131,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-05-02
132,2,Amul Butter 100g,Dairy,9,58.0,522.0,2026-05-03
133,2,Amul Butter 100g,Dairy,4,58.0,232.0,2026-05-04
134,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-05-05
135,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-05-06
136,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-05-07
137,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-05-08
138,2,Amul Butter 100g,Dairy,11,58.0,638.0,2026-05-09
139,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-05-10
140,2,Amul Butter 100g,Dairy,4,58.0,232.0,2026-05-11
141,2,Amul Butter 100g,Dairy,2,58.0,116.0,2026-05-12
142,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-05-13
143,2,Amul Butter 100g,Dairy,5,58.0,290.0,2026-05-14
144,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-05-15
145,2,Amul Butter 100g,Dairy,10,58.0,580.0,2026-05-16
146,2,Amul Butter 100g,Dairy,10,58.0,580.0,2026-05-17
147,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-05-18
148,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-05-19
149,2,Amul Butter 100g,Dairy,10,58.0,580.0,2026-05-20
150,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-05-21
151,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-05-22
152,2,Amul Butter 100g,Dairy,12,58.0,696.0,2026-05-23
153,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-05-24
154,2,Amul Butter 100g,Dairy,8,58.0,464.0,2026-05-25
155,2,Amul Butter 100g,Dairy,3,58.0,174.0,2026-05-26
156,2,Amul Butter 100g,Dairy,10,58.0,580.0,2026-05-27
157,2,Amul Butter 100g,Dairy,9,58.0,522.0,2026-05-28
158,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-05-29
159,2,Amul Butter 100g,Dairy,9,58.0,522.0,2026-05-30
160,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-05-31
161,2,Amul Butter 100g,Dairy,1,58.0,58.0,2026-06-01
162,2,Amul Butter 100g,Dairy,7,58.0,406.0,2026-06-02
163,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-06-03
164,2,Amul Butter 100g,Dairy,11,58.0,638.0,2026-06-04
165,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-06-05
166,2,Amul Butter 100g,Dairy,8,58.0,464.0,2026-06-06
167,2,Amul Butter 100g,Dairy,9,58.0,522.0,2026-06-07
168,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-06-08
169,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-06-09
170,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-06-10
171,2,Amul Butter 100g,Dairy,6,58.0,348.0,2026-06-11
172,2,Amul Butter 100g,Dairy,4,58.0,232.0,2026-06-12
173,2,Amul Butter 100g,Dairy,10,58.0,580.0,2026-06-13
174,2,Amul Butter 100g,Dairy,9,58.0,522.0,2026-06-14
175,2,Amul Butter 100g,Dairy,4,58.0,232.0,2026-06-15
176,2,Amul Butter 100g,Dairy,3,58.0,174.0,2026-06-16
177,2,Amul Butter 100g,Dairy,3,58.0,174.0,2026-06-17
178,2,Amul Butter 100g,Dairy,8,58.0,464.0,2026-06-18
179,3,Mother Dairy Curd 400g,Dairy,8,45.0,360.0,2026-03-21
180,3,Mother Dairy Curd 400g,Dairy,3,45.0,135.0,2026-03-22
181,3,Mother Dairy Curd 400g,Dairy,8,45.0,360.0,2026-03-23
182,3,Mother Dairy Curd 400g,Dairy,4,45.0,180.0,2026-03-24
183,3,Mother Dairy Curd 400g,Dairy,8,45.0,360.0,2026-03-25
184,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-03-26
185,3,Mother Dairy Curd 400g,Dairy,2,45.0,90.0,2026-03-27
186,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-03-28
187,3,Mother Dairy Curd 400g,Dairy,8,45.0,360.0,2026-03-29
188,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-03-30
189,3,Mother Dairy Curd 400g,Dairy,3,45.0,135.0,2026-03-31
190,3,Mother Dairy Curd 400g,Dairy,7,45.0,315.0,2026-04-01
191,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-04-02
192,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-04-03
193,3,Mother Dairy Curd 400g,Dairy,9,45.0,405.0,2026-04-04
194,3,Mother Dairy Curd 400g,Dairy,7,45.0,315.0,2026-04-05
195,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-04-06
196,3,Mother Dairy Curd 400g,Dairy,8,45.0,360.0,2026-04-07
197,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-04-08
198,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-04-09
199,3,Mother Dairy Curd 400g,Dairy,10,45.0,450.0,2026-04-10
200,3,Mother Dairy Curd 400g,Dairy,8,45.0,360.0,2026-04-11
201,3,Mother Dairy Curd 400g,Dairy,10,45.0,450.0,2026-04-12
202,3,Mother Dairy Curd 400g,Dairy,7,45.0,315.0,2026-04-13
203,3,Mother Dairy Curd 400g,Dairy,3,45.0,135.0,2026-04-14
204,3,Mother Dairy Curd 400g,Dairy,3,45.0,135.0,2026-04-15
205,3,Mother Dairy Curd 400g,Dairy,3,45.0,135.0,2026-04-16
206,3,Mother Dairy Curd 400g,Dairy,8,45.0,360.0,2026-04-18
207,3,Mother Dairy Curd 400g,Dairy,4,45.0,180.0,2026-04-19
208,3,Mother Dairy Curd 400g,Dairy,2,45.0,90.0,2026-04-20
209,3,Mother Dairy Curd 400g,Dairy,4,45.0,180.0,2026-04-21
210,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-04-22
211,3,Mother Dairy Curd 400g,Dairy,8,45.0,360.0,2026-04-23
212,3,Mother Dairy Curd 400g,Dairy,2,45.0,90.0,2026-04-24
213,3,Mother Dairy Curd 400g,Dairy,8,45.0,360.0,2026-04-25
214,3,Mother Dairy Curd 400g,Dairy,9,45.0,405.0,2026-04-26
215,3,Mother Dairy Curd 400g,Dairy,2,45.0,90.0,2026-04-27
216,3,Mother Dairy Curd 400g,Dairy,4,45.0,180.0,2026-04-28
217,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-04-30
218,3,Mother Dairy Curd 400g,Dairy,2,45.0,90.0,2026-05-01
219,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-05-02
220,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-05-03
221,3,Mother Dairy Curd 400g,Dairy,7,45.0,315.0,2026-05-04
222,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-05-05
223,3,Mother Dairy Curd 400g,Dairy,8,45.0,360.0,2026-05-06
224,3,Mother Dairy Curd 400g,Dairy,4,45.0,180.0,2026-05-07
225,3,Mother Dairy Curd 400g,Dairy,7,45.0,315.0,2026-05-08
226,3,Mother Dairy Curd 400g,Dairy,9,45.0,405.0,2026-05-09
227,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-05-10
228,3,Mother Dairy Curd 400g,Dairy,2,45.0,90.0,2026-05-11
229,3,Mother Dairy Curd 400g,Dairy,1,45.0,45.0,2026-05-12
230,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-05-13
231,3,Mother Dairy Curd 400g,Dairy,3,45.0,135.0,2026-05-14
232,3,Mother Dairy Curd 400g,Dairy,1,45.0,45.0,2026-05-15
233,3,Mother Dairy Curd 400g,Dairy,7,45.0,315.0,2026-05-16
234,3,Mother Dairy Curd 400g,Dairy,9,45.0,405.0,2026-05-17
235,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-05-18
236,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-05-20
237,3,Mother Dairy Curd 400g,Dairy,4,45.0,180.0,2026-05-21
238,3,Mother Dairy Curd 400g,Dairy,3,45.0,135.0,2026-05-22
239,3,Mother Dairy Curd 400g,Dairy,9,45.0,405.0,2026-05-23
240,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-05-24
241,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-05-25
242,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-05-26
243,3,Mother Dairy Curd 400g,Dairy,4,45.0,180.0,2026-05-27
244,3,Mother Dairy Curd 400g,Dairy,2,45.0,90.0,2026-05-28
245,3,Mother Dairy Curd 400g,Dairy,4,45.0,180.0,2026-05-29
246,3,Mother Dairy Curd 400g,Dairy,9,45.0,405.0,2026-05-30
247,3,Mother Dairy Curd 400g,Dairy,10,45.0,450.0,2026-05-31
248,3,Mother Dairy Curd 400g,Dairy,4,45.0,180.0,2026-06-01
249,3,Mother Dairy Curd 400g,Dairy,7,45.0,315.0,2026-06-02
250,3,Mother Dairy Curd 400g,Dairy,3,45.0,135.0,2026-06-03
251,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-06-04
252,3,Mother Dairy Curd 400g,Dairy,5,45.0,225.0,2026-06-05
253,3,Mother Dairy Curd 400g,Dairy,7,45.0,315.0,2026-06-06
254,3,Mother Dairy Curd 400g,Dairy,7,45.0,315.0,2026-06-07
255,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-06-08
256,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-06-09
257,3,Mother Dairy Curd 400g,Dairy,4,45.0,180.0,2026-06-10
258,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-06-11
259,3,Mother Dairy Curd 400g,Dairy,10,45.0,450.0,2026-06-12
260,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-06-13
261,3,Mother Dairy Curd 400g,Dairy,6,45.0,270.0,2026-06-14
262,3,Mother Dairy Curd 400g,Dairy,8,45.0,360.0,2026-06-15
263,3,Mother Dairy Curd 400g,Dairy,4,45.0,180.0,2026-06-16
264,3,Mother Dairy Curd 400g,Dairy,8,45.0,360.0,2026-06-17
265,3,Mother Dairy Curd 400g,Dairy,7,45.0,315.0,2026-06-18
266,4,Britannia Cheese Slices,Dairy,5,120.0,600.0,2026-03-21
267,4,Britannia Cheese Slices,Dairy,8,120.0,960.0,2026-03-22
268,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-03-23
269,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-03-24
270,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-03-25
271,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-03-26
272,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-03-27
273,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-03-28
274,4,Britannia Cheese Slices,Dairy,5,120.0,600.0,2026-03-29
275,4,Britannia Cheese Slices,Dairy,1,120.0,120.0,2026-03-30
276,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-03-31
277,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-04-01
278,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-04-02
279,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-04-03
280,4,Britannia Cheese Slices,Dairy,5,120.0,600.0,2026-04-04
281,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-04-05
282,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-04-06
283,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-04-07
284,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-04-08
285,4,Britannia Cheese Slices,Dairy,1,120.0,120.0,2026-04-09
286,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-04-10
287,4,Britannia Cheese Slices,Dairy,5,120.0,600.0,2026-04-11
288,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-04-12
289,4,Britannia Cheese Slices,Dairy,1,120.0,120.0,2026-04-13
290,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-04-14
291,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-04-15
292,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-04-16
293,4,Britannia Cheese Slices,Dairy,1,120.0,120.0,2026-04-17
294,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-04-18
295,4,Britannia Cheese Slices,Dairy,7,120.0,840.0,2026-04-19
296,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-04-20
297,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-04-21
298,4,Britannia Cheese Slices,Dairy,5,120.0,600.0,2026-04-22
299,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-04-23
300,4,Britannia Cheese Slices,Dairy,5,120.0,600.0,2026-04-24
301,4,Britannia Cheese Slices,Dairy,5,120.0,600.0,2026-04-25
302,4,Britannia Cheese Slices,Dairy,6,120.0,720.0,2026-04-26
303,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-04-27
304,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-04-28
305,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-04-29
306,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-05-01
307,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-05-02
308,4,Britannia Cheese Slices,Dairy,5,120.0,600.0,2026-05-03
309,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-05-04
310,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-05-05
311,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-05-06
312,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-05-07
313,4,Britannia Cheese Slices,Dairy,1,120.0,120.0,2026-05-08
314,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-05-09
315,4,Britannia Cheese Slices,Dairy,5,120.0,600.0,2026-05-10
316,4,Britannia Cheese Slices,Dairy,5,120.0,600.0,2026-05-11
317,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-05-12
318,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-05-13
319,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-05-14
320,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-05-15
321,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-05-16
322,4,Britannia Cheese Slices,Dairy,5,120.0,600.0,2026-05-17
323,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-05-18
324,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-05-19
325,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-05-20
326,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-05-21
327,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-05-22
328,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-05-23
329,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-05-24
330,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-05-25
331,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-05-26
332,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-05-27
333,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-05-28
334,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-05-29
335,4,Britannia Cheese Slices,Dairy,6,120.0,720.0,2026-05-30
336,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-05-31
337,4,Britannia Cheese Slices,Dairy,1,120.0,120.0,2026-06-01
338,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-06-02
339,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-06-03
340,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-06-04
341,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-06-05
342,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-06-06
343,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-06-07
344,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-06-08
345,4,Britannia Cheese Slices,Dairy,2,120.0,240.0,2026-06-09
346,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-06-10
347,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-06-11
348,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-06-12
349,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-06-13
350,4,Britannia Cheese Slices,Dairy,4,120.0,480.0,2026-06-14
351,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-06-15
352,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-06-16
353,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-06-17
354,4,Britannia Cheese Slices,Dairy,3,120.0,360.0,2026-06-18
355,5,Paneer 200g,Dairy,6,90.0,540.0,2026-03-21
356,5,Paneer 200g,Dairy,5,90.0,450.0,2026-03-22
357,5,Paneer 200g,Dairy,1,90.0,90.0,2026-03-23
358,5,Paneer 200g,Dairy,4,90.0,360.0,2026-03-24
359,5,Paneer 200g,Dairy,4,90.0,360.0,2026-03-25
360,5,Paneer 200g,Dairy,5,90.0,450.0,2026-03-26
361,5,Paneer 200g,Dairy,1,90.0,90.0,2026-03-27
362,5,Paneer 200g,Dairy,6,90.0,540.0,2026-03-28
